Nemo,Planta Generadora,Potencia Disponible,Costo en US$/MWH ,FPNE
GAT-B,GENERADORA DEL ATLANTICO BIOGAS,0.5737864077669902,56.94018233011085,1.1483981491471402
SAA-B2,SANTA ANA BLOQUE 2,44.08349514563107,59.42085501716368,0.9786126433758552
EDC-I,ENERGIA DEL CARIBE,120.0,60.61032198463703,0.9673269845829398
COMCOMEL_521,"COMERCIALIZADORA ELECTRONOVA, S. A.",25.0,62.688212948121944,0.9673269845829398
CHX-H,CHIXOY,278.2300970873786,74.47093669722213,0.9797110555576173
JEN-C,JAGUAR ENERGY,134.54174757281552,76.35063154460593,0.9834889179158992
GEN-B,GENOR,38.73980582524272,99.12361071214849,1.1433199334223847
ECR-B,ELECTRO CRISTAL BUNKER,0.0,102.40851548024864,1.277823424998664
TER-B2,"TERMICA B3,B4",29.64271844660194,111.17801966318316,1.0534456392982914
TER-B,"TERMICA B1,B2 ",13.657281553398057,114.7377667067021,1.0534456392982914
GGO-B,GENOSA,13.286504854368932,123.2483867587347,0.9802156699745859
SJO-C,SAN JOSE,135.79611650485438,140.16562871971936,0.9858336973346732
PQP-B,PUERTO QUETZAL POWER,0.0,143.13983822395957,0.9793220513542251
ARI-O,ARIZONA,122.86504854368931,143.64333294773465,0.9868192076243207
LPA-B4,LAS PALMAS 4,0.0,154.3239191225032,0.9829325282984007
LPA-B5,LAS PALMAS 5,0.0,154.3239191225032,0.9829325282984007
TDL-B1,"TDL U6, U7, U8, U12",0.0,160.74452395184682,1.0269090102842255
TDL-B2,"TDL U3, U4, U9",8.543592233009708,160.74452395184682,1.0269090102842255
ELG-B,ELECTRO GENERACION,0.0,161.54303676241514,1.0269090102842255
TDL-B3,"TDL U10,U11, U13",22.854368932038835,163.49735479019014,1.0096187807553705
GCS-C,GENERADORA COSTA SUR,0.0,184.59363226501586,0.9867079257561102
LLI-C,LA LIBERTAD,17.501941747572815,189.0429288703591,1.0396580352115798
ISI-B,SAN ISIDRO,55.884466019417474,200.2120199846268,0.9874532009375875
TAM-G,TAMPA,0.0,284.5475056183603,0.9833858827611692
MAG-B5,MAGDALENA BLOQUE 5,42.376699029126215,296.67821893068106,0.9745912626890807
MAG-B1,MAGDALENA BLOQUE 1,11.96990291262136,302.79885899378496,0.9753009010052496
ESC-G5,ESCUINTLA GAS 5,33.11165048543689,355.0334632257533,0.9801892949418096
