Nemo,Planta Generadora,Potencia Disponible,Costo en US$/MWH ,FPNE
ORT-G,ORTITLAN,19.655339805825243,1.0747412855817102,0.9769793103571723
HXO-H,HIDROELECTRICA XOLHUITZ,2.1941747572815533,1.3561126257973306,1.0028665570460151
LCU-E,LAS CUMBRES,30.582524271844658,1.4816996316633937,1.0325979485345373
HCV-H,HIDROELECTRICA CERRO VIVO,2.0514563106796118,1.5830543350703117,1.023338216579943
SNT-E1,SAN ANTONIO EL SITIO,51.262135922330096,1.5887254653273912,1.0008022372023515
HIX-H,HIDROELECTRICA IXTALITO,1.5679611650485437,1.8845976932036432,1.0028665570460151
VBL-E,VIENTO BLANCO,22.42718446601942,1.939322223871093,0.9797237285340846
HRU-F1,HORUS 1,48.543689320388346,1.9997885294729667,1.0101068039090912
HRU-F2,HORUS 2,29.126213592233007,2.029488359118605,1.0101068039090912
GSL-C,GENERADORA SANTA LUCIA ,4.748543689320388,2.17453147994129,0.9657252697287684
HHS-H,HIDROELECTRICA HIDROPOWER SDMM,2.0223300970873788,2.356208520652748,1.0100973573173655
TND-B3,TRINIDAD BLOQUE 3,13.535922330097087,2.609893353666784,0.9923777139633562
MTI-B,MADRE TIERRA,29.066990291262137,2.956031027794539,0.9269185520167841
TND-B4,TRINIDAD BLOQUE 4,34.13980582524272,3.6478046101443082,0.9923777139633562
OX2-H,OXEC II,57.230097087378645,3.6520352246043086,0.963846125109975
TUL-B4,TULULA BLOQUE 4,9.889320388349514,4.670869988147586,0.9698407387692132
TND-B5,TRINIDAD BLOQUE 5,43.463106796116506,4.961354790830639,0.9352284195791534
BVT-B,BIOGAS DEL VERTEDERO EL TREBOL,0.7611650485436894,5.6458581062559015,1.0255305555030478
TUL-B1,TULULA BLOQUE 1,5.501941747572816,6.052540139166959,0.9698407387692132
HMA-H,HIDROELECTRICA MAXANAL,2.0038834951456312,6.123102855556701,0.9880611419926809
HCR-H,HIDROELECTRICA CORALITO,1.8834951456310678,6.173707011387748,0.9880611419926809
RAA-H,RAAXHA,4.8757281553398055,6.310360328890168,1.0126204633268285
HPT-H,HIDROELECTRICA LOS PATOS,4.716504854368932,6.870305876282064,1.0028665570460151
OXE-H,OXEC,23.011650485436896,7.26731391145147,0.9549608128340644
LUN-B,LA UNION,49.907766990291265,7.533359158278035,0.9743329430848173
MTZ-H,MATANZAS,11.464077669902911,7.944697821372558,1.0019260869288542
SIS-H,HIDROELECTRICA SAN ISIDRO,1.6606796116504854,8.004582478317577,1.0019260869288542
ARI-V,ARIZONA VAPOR,1.8883495145631068,8.054055251464701,0.9932884429300544
PGO-B,PALO GORDO,0.0,8.189923091205676,0.9719260988601265
CBN-H,EL COBANO,8.890291262135921,8.761580207183181,0.9929715638358597
HSM-H,HIDROELECTRICA EL SALTO MARINALA,4.795145631067961,8.866493773525844,1.0116738621960364
MAG-B6,MAGDALENA BLOQUE 6,48.039805825242716,9.010919917518946,0.978812383278675
MAG-B7,MAGDALENA BLOQUE 7,46.24951456310679,9.082435154959573,0.978812383278675
MTO-H,MONTECRISTO,12.662135922330096,9.085813982201707,0.9388261763568463
CAN-H,HIDROCANADA,44.59029126213592,9.125531849385569,0.9347400393517156
PVE-H,POZA VERDE,9.629126213592231,9.728935341099158,0.9836636450416371
HST-H,HIDROELECTRICA SANTA TERESA,1.9009708737864077,9.806026808801303,1.0024447405321368
PVI-H,PALO VIEJO,85.62330097087377,9.961061080515359,0.9798152948877454
LFU-H,LAS FUENTES II,13.26893203883495,10.230663494178069,0.9608369980689841
LVA-H,LAS VACAS,40.01844660194175,10.32853874738611,1.0379009327638877
PGO-B2,PALO GORDO BLOQUE 2,30.90873786407767,10.350581193156922,0.9719260988601265
REC-H,EL RECREO,24.571844660194174,10.41916727256503,0.9511316730747061
RE2-H,RENACE II ,104.0747572815534,10.692126764134489,0.9895131467660292
FLO-H,FINCA LORENA,4.32621359223301,10.869340608432873,1.015700988469781
HAG-H,HIDROAGUNA,1.9951456310679612,10.938339276323054,0.9297572275906464
HUV-H,HIDROELECTRICA LAS UVITAS,1.7854368932038833,11.085211600564726,0.9715646744579356
XAD-H,HIDRO XACBAL DELTA,57.2747572815534,11.141205842578437,0.9738622688878493
VDA-H,VISION DE AGUILA,2.0213592233009705,11.2117369438864,1.0141158374394341
AGU-H,AGUACAPA,78.91553398058252,11.450478960422158,0.9929715638358597
PAS-H,PASABIEN,12.233980582524273,11.628734261778353,1.011288050381639
RE3-H,RENACE III,65.06407766990291,11.77346661646189,0.9895131467660292
PNT-B3,PANTALEON BLOQUE 3,49.373786407766985,11.926165385892078,0.9785207250106471
RC2-H,EL RECREO 2,21.344660194174757,12.269594558106347,0.9511316730747061
MNL-H1,EL MANANTIAL 1,3.158252427184466,12.33175465334669,0.9609338113764736
MNL-H2,EL MANANTIAL 2,21.389320388349514,12.33175465334669,0.9609338113764736
MNL-H3,EL MANANTIAL 3,0.42524271844660194,12.33175465334669,0.9609338113764736
MNL-H4,EL MANANTIAL 4,12.509708737864077,12.33175465334669,0.9609338113764736
JUR-H,JURUN MARINALA,58.616504854368934,12.4194681225278,0.9879650141976146
RBO-H,RIO BOBOS,10.009708737864077,12.449513866070284,1.037791526560083
REN-H,RENACE,63.26126213592232,12.55377162981332,0.9773955080448169
XAC-H,HIDROXACBAL,95.15339805825242,12.660927929861026,0.9738622688878493
PNA-H,PANAN,7.302912621359224,12.729317816413937,0.9819850663074622
PNT-B1,PANTALEON BLOQUE 1,24.110679611650486,13.080693637553427,0.9647806415838056
HKC-H,HIDROELECTRICA KAPLAN CHAPINA,1.645631067961165,13.151176735366024,0.9938274165879222
CND-H,CANDELARIA,4.286407766990291,13.21697301084573,0.9253253365928924
EPI-B1,EL PILAR BLOQUE 1,0.0,13.552858651830201,0.9606829329871124
EPI-B2,EL PILAR BLOQUE 2,0.0,13.552858651830201,0.9606829329871124
EPI-B3,EL PILAR BLOQUE 3,0.0,13.552858651830201,0.9606829329871124
LIB-H,HIDROELECTRICA LA LIBERTAD,9.217475728155339,13.640149254656782,0.9713969951961058
CAF-H,EL CAFETAL,8.300970873786408,13.824519775334188,0.9924395366325366
PAL-H,PALIN II,4.099029126213592,13.865333800726493,0.9837484041880993
MAG-B3,MAGDALENA BLOQUE 3,12.646601941747573,14.139449001418479,0.9795289758894111
HLP-H,HIDROELECTRICA LA PERLA,3.675728155339806,14.40563199248342,0.9773955080448169
SEC-H,SECACAO,15.665048543689322,15.421603014290152,0.9253253365928924
RE4-H,RENACE IV,49.741747572815534,15.684480848711463,0.9895131467660292
STS-H,SANTA TERESA,16.310679611650485,17.025885192327006,0.9632391981235093
GAT-V1,GENERADORA DEL ATLANTICO VAPOR,0.3495145631067961,17.14521364214828,1.1075977468905174
SMA-H,SANTA MARIA,5.853398058252427,17.59086708742981,0.9385552126533785
SAA-B,SANTA ANA,20.75242718446602,17.86986111566408,0.9843389316876804
HGY-H,HIDROELECTRICA GUAYACAN,2.79126213592233,18.862787029934733,1.002502968940398
CHO-H,CHOLOMA,9.371844660194174,20.003775178311898,0.9253253365928924
LES-H,LOS ESCLAVOS,13.109708737864077,20.168102576894185,0.9961274206834081
ACG-G,ACTUN CAN GENERACION,0.0,29.270270296256943,1.1386980599308716
SAL-H,EL SALTO,3.470873786407767,29.49439683442399,0.9957823570652307
VITO_503,"VITOL ELECTRICIDAD DE GUATEMALA, S. A.",24.0,50.814774374668836,0.9666479996118278
GAT-B,GENERADORA DEL ATLANTICO BIOGAS,0.5737864077669902,59.037678781467946,1.1075977468905174
SAA-B2,SANTA ANA BLOQUE 2,44.08349514563107,59.0751804363767,0.9843389316876804
EDC-I,ENERGIA DEL CARIBE,120.0,60.65289539061144,0.9666479996118278
COMCOMEL_521,"COMERCIALIZADORA ELECTRONOVA, S. A.",25.0,62.73224588924915,0.9666479996118278
CHX-H,CHIXOY,278.2300970873786,74.23142011784924,0.9828722107723287
JEN-C,JAGUAR ENERGY,134.54174757281552,75.82188415774199,0.9903473229942511
GEN-B,GENOR,38.73980582524272,102.77517909385337,1.1026981514331204
TER-B2,"TERMICA B3,B4",29.64271844660194,111.75269852365095,1.0480283836297084
ECR-B,ELECTRO CRISTAL BUNKER,0.0,114.92071920096562,1.1386980599308716
TER-B,"TERMICA B1,B2 ",13.657281553398057,115.33084588929039,1.0480283836297084
GGO-B,GENOSA,13.286504854368932,122.42512818384253,0.9868072167225577
SJO-C,SAN JOSE,135.79611650485438,139.25731907658104,0.9922638243811904
PQP-B,PUERTO QUETZAL POWER,0.0,142.18433893443984,0.9859032369566102
ARI-O,ARIZONA,122.86504854368931,142.70779148689016,0.9932884429300544
LPA-B4,LAS PALMAS 4,0.0,153.29215479368136,0.9895483575409469
LPA-B5,LAS PALMAS 5,0.0,153.29215479368136,0.9895483575409469
TDL-B1,"TDL U6, U7, U8, U12",0.0,159.70263661729032,1.0336084832185455
TDL-B2,"TDL U3, U4, U9",8.543592233009708,159.70263661729032,1.0336084832185455
ELG-B,ELECTRO GENERACION,0.0,160.4959737592675,1.0336084832185455
TDL-B3,"TDL U10,U11, U13",22.854368932038835,162.43768244226533,1.01620509181218
GCS-C,GENERADORA COSTA SUR,0.0,182.85078807978215,0.9961127425960449
LLI-C,LA LIBERTAD,17.501941747572815,189.01679803589838,1.039801763876419
ISI-B,SAN ISIDRO,55.884466019417474,199.71429886872053,0.9899140978881807
TAM-G,TAMPA,0.0,282.6472366392665,0.9899972960185885
MAG-B5,MAGDALENA BLOQUE 5,42.376699029126215,295.3987964797537,0.978812383278675
MAG-B1,MAGDALENA BLOQUE 1,11.96990291262136,301.491846866347,0.9795289758894111
ESC-G5,ESCUINTLA GAS 5,33.11165048543689,352.05109852563066,0.9884928678177787
